0, 54, 54, 64
54, -54, 0, 65
0, 29, 29, 65
29, 42, 71, 65
71, 229, 100, 68
0, 32, 32, 68
32, -72, -40, 69
60, 81, 141, 70
41, 767, 108, 78
8, 492, 100, 83
0, 74, 74, 83
74, -22, 52, 83
52, 48, 100, 84
0, -95, -95, 84
5, 12, 17, 84
17, -74, -57, 85
43, 57, 100, 86
0, -67, -67, 86
33, 167, 100, 88
0, -23, -23, 88
77, 41, 118, 89
18, 7, 25, 89
25, 75, 100, 90
0, -85, -85, 90
15, 85, 100, 91
0, 68, 68, 91
68, -69, -1, 92
99, -3, 96, 92
96, -42, 54, 92
54, 214, 68, 94
68, -11, 57, 94
57, 69, 126, 95
26, -68, -42, 96
58, 32, 90, 96
90, -572, 18, 101
18, -93, -75, 102
25, 65, 90, 102
90, -19, 71, 102
71, -726, 45, 109
45, -45, 0, 110
0, -21, -21, 110
79, 21, 100, 111
0, 496, 96, 115
96, -96, 0, 116
0, -21, -21, 116
79, 14, 93, 116
93, -51, 42, 116
42, 641, 83, 122
83, 17, 100, 123
0, 15, 15, 123
15, -732, -17, 131
83, -10, 73, 131
73, 27, 100, 132
0, 41, 41, 132
41, 59, 100, 133
0, -63, -63, 133
37, 940, 77, 142
77, -27, 50, 142
50, -50, 0, 143
0, 73, 73, 143
73, 61, 134, 144
34, -6, 28, 144
28, 14, 42, 144
42, 58, 100, 145
0, 82, 82, 145
82, 91, 173, 146
73, -46, 27, 146
27, -65, -38, 147
62, 38, 100, 148
0, -21, -21, 148
79, -79, 0, 149
0, -74, -74, 149
26, -33, -7, 150
93, -45, 48, 150
48, -379, -31, 154
69, 31, 100, 155
0, 97, 97, 155
97, 60, 157, 156
57, 543, 100, 162
0, -49, -49, 162
51, 242, 93, 164
93, 746, 139, 172
39, 49, 88, 172
88, -31, 57, 172
57, 2, 59, 172
59, -306, 53, 175
53, 94, 147, 176
47, 27, 74, 176
74, 975, 149, 186
49, 36, 85, 186
85, -85, 0, 187
0, 93, 93, 187
93, -4, 89, 187
89, -480, 9, 191
9, 61, 70, 191
70, 30, 100, 192
0, -98, -98, 192
2, -74, -72, 193
28, -11, 17, 193
17, -17, 0, 194
0, 78, 78, 194
78, 55, 133, 195
33, 367, 100, 199
0, -91, -91, 199
9, -54, -45, 200
55, -95, -40, 201
60, -60, 0, 202
0, 41, 41, 202
41, -14, 27, 202
27, 73, 100, 203
0, -44, -44, 203
56, -9, 47, 203
47, 844, 91, 211
91, 2, 93, 211
93, 82, 175, 212
75, -75, 0, 213
0, 44, 44, 213
44, 56, 100, 214
0, 97, 97, 214
97, 3, 100, 215
0, -40, -40, 215
60, -95, -35, 216
65, 935, 100, 226
0, -57, -57, 226
43, -1, 42, 226
42, 43, 85, 226
85, -85, 0, 227
0, -15, -15, 227
85, -48, 37, 227
37, -837, 0, 236
0, 55, 55, 236
55, -78, -23, 237
77, 402, 79, 241
79, 424, 103, 246
3, -98, -95, 247
5, 95, 100, 248
0, -38, -38, 248
62, 38, 100, 249
0, -90, -90, 249
10, 490, 100, 254
0, 54, 54, 254
54, -9, 45, 254
45, 81, 126, 255
26, -2, 24, 255
24, -924, 0, 265
0, 78, 78, 265
78, -32, 46, 265
46, -46, 0, 266
0, -5, -5, 266
95, -395, 0, 270
0, 53, 53, 270
53, -53, 0, 271
0, -22, -22, 271
78, 22, 100, 272
0, 74, 74, 272
74, -74, 0, 273
0, -16, -16, 273
84, -63, 21, 273
21, 37, 58, 273
58, -58, 0, 274
0, 566, 66, 279
66, 34, 100, 280
0, -707, -7, 287
93, -93, 0, 288
0, 30, 30, 288
30, -887, -57, 297
43, 4, 47, 297
47, -526, 21, 302
21, -21, 0, 303
0, 79, 79, 303
79, -53, 26, 303
26, -526, 0, 309
0, 9, 9, 309
9, -9, 0, 310
0, 89, 89, 310
89, 468, 157, 315
57, 43, 100, 316
0, -22, -22, 316
78, -78, 0, 317
0, 62, 62, 317
62, -62, 0, 318
0, -149, -49, 319
51, -51, 0, 320
0, 45, 45, 320
45, 55, 100, 321
0, -4, -4, 321
96, -90, 6, 321
6, 93, 99, 321
99, 59, 158, 322
58, -39, 19, 322
19, 84, 103, 323
3, -3, 0, 324
0, -371, -71, 327
29, 44, 73, 327
73, -1, 72, 327
72, -72, 0, 328
0, -12, -12, 328
88, -2, 86, 328
86, -86, 0, 329
0, 46, 46, 329
46, -346, 0, 333
0, 40, 40, 333
40, 22, 62, 333
62, -33, 29, 333
29, 38, 67, 333
67, -5, 62, 333
62, 84, 146, 334
46, -70, -24, 335
76, 20, 96, 335
96, 4, 100, 336
0, 987, 87, 345
87, 98, 185, 346
85, -88, -3, 347
97, 3, 100, 348
0, 65, 65, 348
65, 52, 117, 349
17, -67, -50, 350
50, 7, 57, 350
57, -80, -23, 351
77, 23, 100, 352
0, -46, -46, 352
54, 64, 118, 353
18, 82, 100, 354
0, -82, -82, 354
18, 31, 49, 354
49, -95, -46, 355
54, 62, 116, 356
16, -80, -64, 357
36, 164, 100, 359
0, -91, -91, 359
9, -81, -72, 360
28, 72, 100, 361
0, 33, 33, 361
33, -33, 0, 362
0, -99, -99, 362
1, 93, 94, 362
94, -94, 0, 363
0, 584, 84, 368
84, 16, 100, 369
0, -31, -31, 369
69, 77, 146, 370
46, 48, 94, 370
94, 6, 100, 371
0, 80, 80, 371
80, 697, 177, 378
77, 23, 100, 379
0, -62, -62, 379
38, 65, 103, 380
3, -75, -72, 381
28, 41, 69, 381
69, 58, 127, 382
27, -27, 0, 383
0, 38, 38, 383
38, -438, 0, 388
0, -41, -41, 388
59, -515, 44, 393
44, 746, 90, 400
90, -90, 0, 401
0, -14, -14, 401
86, -205, 81, 403
81, 19, 100, 404
0, -2, -2, 404
98, 41, 139, 405
39, 61, 100, 406
0, -87, -87, 406
13, -13, 0, 407
0, 1, 1, 407
1, 23, 24, 407
24, 196, 120, 409
20, -50, -30, 410
70, 76, 146, 411
46, 929, 75, 420
75, 25, 100, 421
0, 945, 45, 430
45, 28, 73, 430
73, -76, -3, 431
97, 70, 167, 432
67, 47, 114, 433
14, -62, -48, 434
52, -55, -3, 435
97, 40, 137, 436
37, -251, -14, 439
86, 50, 136, 440
36, 982, 118, 450
18, -18, 0, 451
0, 9, 9, 451
9, 2, 11, 451
11, -79, -68, 452
32, 733, 65, 459
65, 59, 124, 460
24, -24, 0, 461
0, -49, -49, 461
51, 57, 108, 462
8, -48, -40, 463
60, -28, 32, 463
32, -31, 1, 463
1, 99, 100, 464
0, 65, 65, 464
65, -65, 0, 465
0, -1, -1, 465
99, 115, 114, 467
14, -87, -73, 468
27, -97, -70, 469
30, -239, -9, 472
91, -733, 58, 479
58, 81, 139, 480
39, -39, 0, 481
0, -76, -76, 481
24, -37, -13, 482
87, -87, 0, 483
0, 42, 42, 483
42, 58, 100, 484
0, 76, 76, 484
76, 42, 118, 485
18, 12, 30, 485
30, -18, 12, 485
12, -6, 6, 485
6, -6, 0, 486
0, 890, 90, 494
90, -46, 44, 494
44, -4, 40, 494
40, -72, -32, 495
68, 84, 152, 496
52, -552, 0, 502
0, 22, 22, 502
22, 78, 100, 503
0, -66, -66, 503
34, 66, 100, 504
0, 12, 12, 504
12, -43, -31, 505
69, 31, 100, 506
0, 29, 29, 506
29, 78, 107, 507
7, -168, -61, 509
39, -39, 0, 510
0, 556, 56, 515
56, -56, 0, 516
0, 44, 44, 516
44, -44, 0, 517
0, 99, 99, 517
99, 96, 195, 518
95, 49, 144, 519
44, 61, 105, 520
5, -469, -64, 525
36, -36, 0, 526
0, -57, -57, 526
43, -12, 31, 526
31, -831, 0, 535
0, 365, 65, 538
65, -78, -13, 539
87, 927, 114, 549
14, -60, -46, 550
54, -12, 42, 550
42, 75, 117, 551
17, -82, -65, 552
35, 28, 63, 552
63, 37, 100, 553
0, -21, -21, 553
79, 68, 147, 554
47, 653, 100, 561
0, 868, 68, 569
68, -34, 34, 569
34, -16, 18, 569
18, -64, -46, 570
54, 9, 63, 570
63, 37, 100, 571
0, 434, 34, 575
34, -31, 3, 575
3, 811, 14, 583
14, 86, 100, 584
0, -56, -56, 584
44, -865, -21, 593
79, 46, 125, 594
25, 54, 79, 594
79, 543, 122, 600
22, -145, -23, 602
77, 23, 100, 603
0, -30, -30, 603
70, -99, -29, 604
71, 29, 100, 605
0, 38, 38, 605
38, 62, 100, 606
0, -540, -40, 611
60, -60, 0, 612
0, -84, -84, 612
16, -969, -53, 622
47, 90, 137, 623
37, 227, 64, 625
64, 50, 114, 626
14, 72, 86, 626
86, -488, -2, 631
98, -82, 16, 631
16, -16, 0, 632
0, -86, -86, 632
14, -65, -51, 633
49, 51, 100, 634
0, 87, 87, 634
87, 13, 100, 635
0, 626, 26, 641
26, 94, 120, 642
20, -5, 15, 642
15, 45, 60, 642
60, 446, 106, 647
6, 76, 82, 647
82, 88, 170, 648
70, -70, 0, 649
0, -92, -92, 649
8, 92, 100, 650
0, -22, -22, 650
78, 22, 100, 651
0, 536, 36, 656
36, -22, 14, 656
14, -9, 5, 656
5, -730, -25, 664
75, -69, 6, 664
6, 35, 41, 664
41, -34, 7, 664
7, 37, 44, 664
44, 88, 132, 665
32, 89, 121, 666
21, 79, 100, 667
0, 56, 56, 667
56, -888, -32, 676
68, -68, 0, 677
0, -53, -53, 677
47, 53, 100, 678
0, 620, 20, 684
20, -15, 5, 684
5, 95, 100, 685
0, -794, -94, 692
6, 94, 100, 693
0, -10, -10, 693
90, 76, 166, 694
66, 87, 153, 695
53, -69, -16, 696
84, 16, 100, 697
0, 737, 37, 704
37, 98, 135, 705
35, -5, 30, 705
30, -30, 0, 706
0, -20, -20, 706
80, -2, 78, 706
78, -953, 25, 715
25, -29, -4, 716
96, -988, 8, 725
8, 16, 24, 725
24, -87, -63, 726
37, -81, -44, 727
56, -156, 0, 729
0, -51, -51, 729
49, 478, 127, 734
27, 65, 92, 734
92, -792, 0, 742
0, 33, 33, 742
33, -33, 0, 743
0, 99, 99, 743
99, 7, 106, 744
6, 14, 20, 744
20, -20, 0, 745
0, -11, -11, 745
89, 11, 100, 746
0, -37, -37, 746
63, 387, 150, 750
50, -7, 43, 750
43, 15, 58, 750
58, -58, 0, 751
0, -6, -6, 751
94, -294, 0, 754
0, 29, 29, 754
29, -29, 0, 755
0, 10, 10, 755
10, 38, 48, 755
48, -52, -4, 756
96, -7, 89, 756
89, -89, 0, 757
0, 596, 96, 762
96, -79, 17, 762
17, 88, 105, 763
5, -78, -73, 764
27, 473, 100, 769
0, -63, -63, 769
37, -37, 0, 770
0, 3, 3, 770
3, -703, 0, 778
0, 55, 55, 778
55, 146, 101, 780
1, 435, 36, 784
36, -36, 0, 785
0, -91, -91, 785
9, -215, -6, 788
94, 35, 129, 789
29, 41, 70, 789
70, 69, 139, 790
39, -31, 8, 790
8, 42, 50, 790
50, 50, 100, 791
0, -32, -32, 791
68, 2, 70, 791
70, -70, 0, 792
0, 69, 69, 792
69, 55, 124, 793
24, 67, 91, 793
91, 6, 97, 793
97, -97, 0, 794
0, -16, -16, 794
84, 17, 101, 795
1, 40, 41, 795
41, -496, -55, 800
45, -661, -16, 807
84, -75, 9, 807
9, -9, 0, 808
0, -358, -58, 811
42, 776, 118, 819
18, 54, 72, 819
72, 28, 100, 820
0, -80, -80, 820
20, -20, 0, 821
0, 446, 46, 825
46, -446, 0, 830
0, 223, 23, 832
23, -73, -50, 833
50, -83, -33, 834
67, 75, 142, 835
42, 108, 50, 836
50, 89, 139, 837
39, -50, -11, 838
89, -889, 0, 847
0, -720, -20, 854
80, 69, 149, 855
49, 41, 90, 855
90, -90, 0, 856
0, 125, 25, 857
25, -25, 0, 858
0, 63, 63, 858
63, -26, 37, 858
37, 12, 49, 858
49, 51, 100, 859
0, 68, 68, 859
68, 55, 123, 860
23, 7, 30, 860
30, -30, 0, 861
0, -16, -16, 861
84, -84, 0, 862
0, 92, 92, 862
92, 78, 170, 863
70, 16, 86, 863
86, -62, 24, 863
24, 76, 100, 864
0, -961, -61, 873
39, -75, -36, 874
64, -69, -5, 875
95, -95, 0, 876
0, -983, -83, 885
17, -17, 0, 886
0, -92, -92, 886
8, -63, -55, 887
45, -54, -9, 888
91, 9, 100, 889
0, 45, 45, 889
45, 39, 84, 889
84, -84, 0, 890
0, 97, 97, 890
97, -203, 94, 892
94, 19, 113, 893
13, -109, 4, 894
4, 48, 52, 894
52, 77, 129, 895
29, 38, 67, 895
67, -67, 0, 896
0, -16, -16, 896
84, -78, 6, 896
6, -6, 0, 897
0, 65, 65, 897
65, 10, 75, 897
75, 961, 136, 907
36, 28, 64, 907
64, 36, 100, 908
0, 93, 93, 908
93, 291, 184, 911
84, -84, 0, 912
0, -38, -38, 912
62, 38, 100, 913
0, 31, 31, 913
31, 877, 108, 922
8, 18, 26, 922
26, 46, 72, 922
72, 28, 100, 923
0, -44, -44, 923
56, -3, 53, 923
53, -53, 0, 924
0, 30, 30, 924
30, -22, 8, 924
8, 92, 100, 925
0, -70, -70, 925
30, 96, 126, 926
26, 18, 44, 926
44, 90, 134, 927
34, -834, 0, 936
0, 47, 47, 936
47, -47, 0, 937
0, -68, -68, 937
32, -35, -3, 938
97, -97, 0, 939
0, 69, 69, 939
69, -69, 0, 940
0, 422, 22, 944
22, 408, 30, 948
30, 70, 100, 949
0, 24, 24, 949
24, -24, 0, 950
0, -11, -11, 950
89, -98, -9, 951
91, -18, 73, 951
73, 27, 100, 952
0, -20, -20, 952
80, 20, 100, 953
0, 96, 96, 953
96, -96, 0, 954
0, -505, -5, 959
95, -13, 82, 959
82, 680, 162, 966
62, -62, 0, 967
0, -18, -18, 967
82, 60, 142, 968
42, 658, 100, 975
0, -73, -73, 975
27, 73, 100, 976
0, 16, 16, 976
16, -16, 0, 977
0, -548, -48, 982
52, 988, 140, 992
40, -40, 0, 993
0, 83, 83, 993
83, -620, 63, 999
63, -674, -11, 1006
89, -889, 0, 1015
0, -99, -99, 1015
1, -1, 0, 1016
0, -97, -97, 1016
3, 43, 46, 1016
46, 980, 126, 1026
26, -151, -25, 1028
75, -75, 0, 1029
0, -3, -3, 1029
97, -972, 25, 1038
25, 21, 46, 1038
46, -81, -35, 1039
65, -946, 19, 1048
19, -20, -1, 1049
99, -99, 0, 1050
0, -6, -6, 1050
94, 6, 100, 1051
0, 28, 28, 1051
28, -34, -6, 1052
94, 6, 100, 1053
0, 87, 87, 1053
87, 2, 89, 1053
89, 729, 118, 1061
18, -59, -41, 1062
59, -43, 16, 1062
16, 33, 49, 1062
49, -78, -29, 1063
71, 969, 140, 1073
40, -67, -27, 1074
73, 70, 143, 1075
43, -40, 3, 1075
3, 97, 100, 1076
0, -76, -76, 1076
24, -54, -30, 1077
70, 22, 92, 1077
92, 75, 167, 1078
67, 33, 100, 1079
0, -80, -80, 1079
20, 1, 21, 1079
21, 89, 110, 1080
10, -46, -36, 1081
64, -63, 1, 1081
1, -1, 0, 1082
0, 54, 54, 1082
54, 46, 100, 1083
0, 976, 76, 1092
76, 93, 169, 1093
69, -17, 52, 1093
52, -52, 0, 1094
0, 20, 20, 1094
20, 88, 108, 1095
8, -8, 0, 1096
0, 94, 94, 1096
94, -94, 0, 1097
0, -79, -79, 1097
21, -921, 0, 1107
0, 33, 33, 1107
33, 939, 72, 1116
72, -672, 0, 1123
0, 29, 29, 1123
29, -29, 0, 1124
0, 75, 75, 1124
75, 925, 100, 1134
0, 77, 77, 1134
77, 6, 83, 1134
83, 64, 147, 1135
47, -447, 0, 1140
0, -411, -11, 1144
89, -89, 0, 1145
0, -64, -64, 1145
36, -736, 0, 1153
0, -28, -28, 1153
72, 28, 100, 1154
0, 65, 65, 1154
65, -65, 0, 1155
0, 430, 30, 1159
30, -853, -23, 1168
77, -77, 0, 1169
0, -785, -85, 1176
15, -475, -60, 1181
40, 1, 41, 1181
41, 2, 43, 1181
43, -92, -49, 1182
51, 5, 56, 1182
56, 825, 81, 1190
81, -34, 47, 1190
47, -47, 0, 1191
0, -59, -59, 1191
41, -43, -2, 1192
98, -93, 5, 1192
5, -82, -77, 1193
23, -924, -1, 1203
99, 32, 131, 1204
31, -31, 0, 1205
0, -89, -89, 1205
11, 636, 47, 1211
47, 53, 100, 1212
0, 4, 4, 1212
4, -19, -15, 1213
85, -82, 3, 1213
3, 17, 20, 1213
20, 22, 42, 1213
42, -442, 0, 1218
0, -92, -92, 1218
8, 92, 100, 1219
0, -55, -55, 1219
45, -58, -13, 1220
87, 13, 100, 1221
0, 61, 61, 1221
61, 91, 152, 1222
52, 914, 66, 1231
66, -36, 30, 1231
30, 94, 124, 1232
24, -21, 3, 1232
3, 77, 80, 1232
80, 28, 108, 1233
8, -794, -86, 1241
14, 2, 16, 1241
16, 934, 50, 1250
50, 640, 90, 1256
90, -377, 13, 1259
13, -64, -51, 1260
49, -98, -49, 1261
51, -97, -46, 1262
54, 46, 100, 1263
0, -367, -67, 1266
33, -33, 0, 1267
0, -67, -67, 1267
33, 67, 100, 1268
0, -12, -12, 1268
88, 55, 143, 1269
43, 57, 100, 1270
0, 58, 58, 1270
58, -58, 0, 1271
0, -714, -14, 1278
86, -11, 75, 1278
75, -75, 0, 1279
0, 64, 64, 1279
64, 28, 92, 1279
92, 16, 108, 1280
8, -62, -54, 1281
46, 54, 100, 1282
0, -44, -44, 1282
56, -156, 0, 1284
0, -579, -79, 1289
21, -21, 0, 1290
0, -45, -45, 1290
55, -99, -44, 1291
56, -50, 6, 1291
6, -39, -33, 1292
67, 11, 78, 1292
78, 61, 139, 1293
39, -39, 0, 1294
0, 24, 24, 1294
24, 32, 56, 1294
56, -37, 19, 1294
19, 3, 22, 1294
22, 78, 100, 1295
0, -86, -86, 1295
14, -414, 0, 1300
0, -98, -98, 1300
2, -2, 0, 1301
0, -14, -14, 1301
86, -73, 13, 1301
13, 79, 92, 1301
92, 12, 104, 1302
4, 903, 7, 1311
7, 893, 100, 1320
0, 72, 72, 1320
72, -8, 64, 1320
64, 59, 123, 1321
23, 77, 100, 1322
0, 89, 89, 1322
89, -94, -5, 1323
95, 9, 104, 1324
4, 96, 100, 1325
0, 760, 60, 1332
60, -160, 0, 1334
0, 13, 13, 1334
13, 87, 100, 1335
0, 45, 45, 1335
45, -45, 0, 1336
0, 376, 76, 1339
76, -76, 0, 1340
0, 6, 6, 1340
6, -61, -55, 1341
45, 71, 116, 1342
16, 684, 100, 1349
0, -76, -76, 1349
24, 919, 43, 1358
43, 50, 93, 1358
93, 70, 163, 1359
63, 87, 150, 1360
50, -50, 0, 1361
0, -69, -69, 1361
31, -79, -48, 1362
52, 5, 57, 1362
57, 38, 95, 1362
95, -54, 41, 1362
41, -41, 0, 1363
0, 627, 27, 1369
27, -27, 0, 1370
0, 33, 33, 1370
33, 72, 105, 1371
5, -305, 0, 1375
0, 627, 27, 1381
27, -27, 0, 1382
0, -94, -94, 1382
6, -6, 0, 1383
0, -466, -66, 1387
34, -73, -39, 1388
61, -53, 8, 1388
8, -60, -52, 1389
48, -526, 22, 1394
22, 78, 100, 1395
0, -12, -12, 1395
88, -88, 0, 1396
0, 59, 59, 1396
59, -317, 42, 1399
42, 58, 100, 1400
0, -38, -38, 1400
62, 55, 117, 1401
17, -917, 0, 1411
0, -94, -94, 1411
6, 94, 100, 1412
0, 68, 68, 1412
68, 101, 69, 1413
69, -69, 0, 1414
0, 17, 17, 1414
17, -749, -32, 1422
68, -82, -14, 1423
86, 84, 170, 1424
70, 66, 136, 1425
36, 64, 100, 1426
0, -74, -74, 1426
26, 47, 73, 1426
73, 51, 124, 1427
24, 91, 115, 1428
15, 98, 113, 1429
13, -713, 0, 1437
0, -71, -71, 1437
29, 17, 46, 1437
46, 54, 100, 1438
0, 96, 96, 1438
96, 74, 170, 1439
70, 48, 118, 1440
18, -27, -9, 1441
91, -291, 0, 1444
0, -56, -56, 1444
44, -44, 0, 1445
0, 132, 32, 1446
32, -18, 14, 1446
14, -49, -35, 1447
65, 35, 100, 1448
0, -82, -82, 1448
18, -24, -6, 1449
94, 55, 149, 1450
49, -39, 10, 1450
10, 90, 100, 1451
0, -35, -35, 1451
65, -81, -16, 1452
84, -773, 11, 1459
11, -18, -7, 1460
93, 63, 156, 1461
56, -56, 0, 1462
0, 71, 71, 1462
71, 39, 110, 1463
10, -57, -47, 1464
53, -14, 39, 1464
39, -39, 0, 1465
0, -81, -81, 1465
19, -254, -35, 1468
65, -5, 60, 1468
60, 40, 100, 1469
0, 27, 27, 1469
27, -3, 24, 1469
24, -9, 15, 1469
15, -15, 0, 1470
0, -21, -21, 1470
79, -18, 61, 1470
61, 39, 100, 1471
0, -71, -71, 1471
29, -81, -52, 1472
48, -304, 44, 1475
44, 637, 81, 1481
81, -46, 35, 1481
35, 65, 100, 1482
0, 1, 1, 1482
1, -672, -71, 1489
29, 71, 100, 1490
0, -89, -89, 1490
11, -79, -68, 1491
32, 64, 96, 1491
96, 4, 100, 1492
0, -40, -40, 1492
60, -60, 0, 1493
0, 6, 6, 1493
6, 28, 34, 1493
34, -34, 0, 1494
0, -64, -64, 1494
36, -36, 0, 1495
0, -92, -92, 1495
8, 92, 100, 1496
0, -19, -19, 1496
81, 634, 115, 1503
15, -215, 0, 1506
0, 70, 70, 1506
70, -70, 0, 1507
0, -21, -21, 1507
79, 46, 125, 1508
25, -36, -11, 1509
89, -89, 0, 1510
0, -9, -9, 1510
91, -26, 65, 1510
65, -11, 54, 1510
54, 91, 145, 1511
45, -6, 39, 1511
39, 61, 100, 1512
0, 5, 5, 1512
5, 53, 58, 1512
58, -6, 52, 1512
52, 91, 143, 1513
43, 4, 47, 1513
47, -72, -25, 1514
75, 68, 143, 1515
43, -43, 0, 1516
0, 83, 83, 1516
83, 31, 114, 1517
14, -19, -5, 1518
95, -76, 19, 1518
19, 94, 113, 1519
13, -15, -2, 1520
98, 239, 137, 1523
37, -237, 0, 1526
0, 60, 60, 1526
60, -24, 36, 1526
36, 937, 73, 1535
73, 24, 97, 1535
97, -97, 0, 1536
0, 64, 64, 1536
64, 12, 76, 1536
76, -29, 47, 1536
47, -47, 0, 1537
0, 37, 37, 1537
37, -37, 0, 1538
0, 49, 49, 1538
49, 46, 95, 1538
95, -23, 72, 1538
72, -85, -13, 1539
87, -187, 0, 1541
0, -698, -98, 1547
2, -602, 0, 1554
0, -97, -97, 1554
3, -93, -90, 1555
10, 90, 100, 1556
0, -72, -72, 1556
28, -28, 0, 1557
0, 18, 18, 1557
18, 82, 100, 1558
0, 12, 12, 1558
12, -83, -71, 1559
29, -40, -11, 1560
89, -136, 53, 1561
53, -53, 0, 1562
0, 51, 51, 1562
51, 51, 102, 1563
2, -94, -92, 1564
8, 90, 98, 1564
98, 90, 188, 1565
88, -772, 16, 1572
16, -716, 0, 1580
0, -15, -15, 1580
85, 78, 163, 1581
63, 52, 115, 1582
15, -15, 0, 1583
0, 24, 24, 1583
24, 12, 36, 1583
36, 84, 120, 1584
20, 98, 118, 1585
18, 82, 100, 1586
0, -227, -27, 1588
73, 93, 166, 1589
66, -166, 0, 1591
0, -52, -52, 1591
48, 52, 100, 1592
0, 69, 69, 1592
69, -8, 61, 1592
61, 26, 87, 1592
87, -87, 0, 1593
0, -70, -70, 1593
30, 70, 100, 1594
0, -11, -11, 1594
89, 934, 123, 1604
23, 98, 121, 1605
21, -10, 11, 1605
11, 43, 54, 1605
54, -31, 23, 1605
23, -315, 8, 1608
8, -7, 1, 1608
1, -8, -7, 1609
93, 20, 113, 1610
13, 87, 100, 1611
0, 84, 84, 1611
84, -41, 43, 1611
43, -43, 0, 1612
0, -832, -32, 1620
68, 846, 114, 1629
14, -14, 0, 1630
0, 6, 6, 1630
6, 338, 44, 1633
44, -72, -28, 1634
72, 28, 100, 1635
0, 44, 44, 1635
44, -644, 0, 1642
0, -10, -10, 1642
90, -51, 39, 1642
39, 890, 129, 1651
29, -13, 16, 1651
16, -54, -38, 1652
62, 767, 129, 1660
29, -67, -38, 1661
62, -817, 45, 1669
45, 90, 135, 1670
35, -4, 31, 1670
31, 69, 100, 1671
0, -73, -73, 1671
27, 21, 48, 1671
48, 52, 100, 1672
0, 59, 59, 1672
59, 94, 153, 1673
53, 35, 88, 1673
88, -88, 0, 1674
0, -53, -53, 1674
47, 553, 100, 1680
0, -67, -67, 1680
33, -51, -18, 1681
82, 18, 100, 1682
0, -93, -93, 1682
7, 88, 95, 1682
95, 83, 178, 1683
78, 6, 84, 1683
84, -48, 36, 1683
36, 64, 100, 1684
0, 5, 5, 1684
5, -59, -54, 1685
46, -2, 44, 1685
44, 56, 100, 1686
0, -921, -21, 1695
79, 927, 106, 1705
6, -6, 0, 1706
0, -53, -53, 1706
47, 53, 100, 1707
0, 796, 96, 1714
96, -96, 0, 1715
0, 61, 61, 1715
61, 39, 100, 1716
0, 52, 52, 1716
52, 24, 76, 1716
76, 2, 78, 1716
78, 22, 100, 1717
0, 84, 84, 1717
84, 93, 177, 1718
77, -12, 65, 1718
